Year,Month,Day,Hour,Temp,DewTemp,Pressure,WindDir,WindSpeed,Sky,Precip1,Precip6
1912,6,11,15,250,194,10128,240,100,2,-9999,-9999
1912,6,12,6,252,200,10144,240,40,0,-9999,0
1912,6,12,9,262,208,10148,240,140,0,-9999,-9999
1912,6,13,6,244,202,10136,360,60,2,-9999,0
1912,6,13,9,262,211,10137,280,140,2,-9999,-9999
1912,6,13,12,270,207,10128,240,160,1,-9999,0
1912,6,14,6,252,201,10125,240,40,6,-9999,0
1912,6,14,9,260,213,10125,280,100,0,-9999,-9999
1912,6,14,12,268,221,10121,260,100,1,-9999,0
1912,6,15,6,259,220,10108,320,20,0,-9999,0
1912,6,15,9,274,234,10108,240,120,0,-9999,-9999
1912,6,15,12,297,238,10078,240,120,0,-9999,0
1912,6,15,14,297,238,10078,240,120,0,-9999,0
1912,6,15,15,304,185,10082,240,160,0,-9999,-9999
1912,6,16,6,262,211,10089,240,230,3,-9999,0
1912,6,16,15,272,151,10089,240,270,1,-9999,-9999
1912,6,16,21,262,211,10089,240,230,3,-9999,0
1912,6,17,9,264,190,10130,220,160,2,-9999,0
1912,6,17,12,270,194,10130,220,100,2,-9999,0
1912,6,18,9,260,213,10141,240,80,1,-9999,-9999
1912,6,18,12,259,206,10134,240,60,1,-9999,0
1912,6,18,15,253,207,10121,240,40,0,-9999,-9999
1912,6,19,6,246,197,10106,40,40,0,-9999,0
1912,6,19,9,258,214,10110,320,60,1,-9999,0
1912,6,19,12,264,213,10102,280,40,1,-9999,0
1912,6,19,15,262,211,10090,310,40,0,-9999,0
1912,6,20,6,254,206,10098,240,20,0,-9999,0
1912,6,21,6,262,204,10092,360,20,1,-9999,0
1912,6,21,9,296,203,10090,240,80,0,-9999,-9999
1912,6,21,12,294,223,10084,240,120,0,-9999,0
1912,6,21,15,283,211,10071,240,120,0,-9999,-9999
1912,6,21,18,283,211,10071,240,120,0,-9999,-9999
1912,6,22,6,262,204,10078,20,60,0,-9999,0
1912,6,22,9,284,-9999,-9999,240,140,1,-9999,-9999
1912,6,22,12,292,234,10073,240,120,0,-9999,0
1912,6,22,15,282,223,10060,240,120,0,-9999,0
1912,6,23,6,266,206,10076,240,20,3,-9999,0
1912,6,23,9,282,221,10078,260,160,0,-9999,-9999
1912,6,23,12,276,229,10074,240,140,2,-9999,0
1912,6,23,15,264,217,10069,280,170,2,-9999,-9999
1912,6,23,21,-9999,-9999,10069,-9999,-9999,-9999,-9999,-9999
1912,6,24,6,260,199,10061,240,170,5,-9999,0
1912,6,24,9,274,211,10065,240,230,4,-9999,-9999
1912,6,24,12,274,214,10065,240,170,5,-9999,0
1912,6,24,15,258,207,10065,240,160,5,-9999,-9999
1912,6,25,6,258,207,10074,20,40,1,-9999,0
1912,6,25,9,270,223,10078,240,140,2,-9999,-9999
1912,6,26,6,256,198,10085,280,40,0,-9999,0
1912,6,26,9,266,222,10092,280,60,2,-9999,0
1912,6,27,6,259,151,10101,280,80,0,-9999,0
1912,6,27,9,271,163,10094,240,100,0,-9999,-9999
1912,6,27,12,276,161,10094,240,100,0,-9999,0
1912,6,27,15,274,154,10096,240,80,0,-9999,-9999
1912,6,28,6,262,154,10093,240,160,1,-9999,0
1912,6,28,9,272,160,10090,240,170,1,-9999,-9999
1912,6,28,12,272,167,10086,240,140,1,-9999,0
1912,6,28,15,268,162,10084,240,100,0,-9999,0
1912,6,29,6,258,162,10089,40,60,0,-9999,0
1912,6,29,9,272,203,10088,280,60,0,-9999,-9999
1912,6,29,12,280,188,10086,260,80,1,-9999,0
1912,6,30,6,268,195,10086,40,40,0,-9999,0
1912,6,30,9,278,219,10090,260,60,0,-9999,-9999
1912,6,30,12,284,213,-9999,260,80,0,-9999,0
1912,6,30,15,278,209,10085,260,40,0,-9999,-9999
1912,6,30,18,278,209,10085,260,40,0,-9999,-9999
1912,7,1,9,272,178,10084,20,20,-9999,-9999,0
1912,7,1,12,284,241,10084,280,100,0,-9999,0
1912,7,1,15,280,241,10080,280,100,0,-9999,0
1912,7,2,6,278,200,10081,240,80,0,-9999,0
1912,7,2,9,286,236,10085,240,140,0,-9999,-9999
1912,7,2,12,302,240,10077,240,160,0,-9999,0
1912,7,2,15,290,238,10074,240,100,0,-9999,-9999
1912,7,3,6,266,215,10088,60,60,0,-9999,0
1912,7,3,9,266,210,-9999,60,60,0,-9999,0
1912,7,4,12,282,233,10069,240,190,1,-9999,0
1912,7,4,15,284,232,10060,240,140,1,-9999,0
1912,7,5,6,258,217,10068,260,40,4,-9999,0
1912,7,5,9,274,224,10069,290,80,1,-9999,-9999
1912,7,5,12,276,223,10064,260,100,1,-9999,0
1912,7,5,15,272,219,10060,260,100,2,-9999,-9999
1912,7,6,6,264,213,10062,220,40,6,-9999,0
1912,7,6,15,278,232,10054,240,100,1,-9999,-9999
1912,7,7,6,266,222,10053,240,40,2,-9999,0
1912,7,7,12,286,231,10056,240,160,2,-9999,0
1912,7,7,15,278,232,10045,260,170,1,-9999,-9999
1912,7,8,6,-9999,-9999,10054,40,40,3,-9999,0
1912,7,8,12,290,238,10057,240,190,2,-9999,0
1912,7,8,15,280,237,10052,240,170,0,-9999,-9999
1912,7,9,6,266,228,10068,240,60,2,-9999,0
1912,7,9,12,282,239,10065,260,140,1,-9999,0
1912,7,10,6,264,223,10070,0,0,3,-9999,0
1912,7,10,9,286,231,10068,240,140,1,-9999,-9999
1912,7,10,12,286,234,10065,240,160,1,-9999,0
1912,7,10,15,278,235,10061,240,100,1,-9999,-9999
1912,7,11,12,282,221,10073,260,140,1,-9999,0
1912,7,11,15,282,218,10072,260,120,1,-9999,-9999
1912,7,12,6,268,217,10076,260,170,0,-9999,0
1912,7,12,15,282,226,10080,240,140,1,-9999,-9999
1912,7,13,6,-9999,-9999,-9999,-9999,-9999,8,-9999,-9999
1912,7,13,15,274,198,10085,260,140,-9999,-9999,-9999
1912,7,14,6,266,189,-9999,240,170,-9999,-9999,-9999
1912,7,14,9,280,205,10073,240,230,1,-9999,-9999
1912,7,14,12,280,202,10065,240,250,1,-9999,0
1912,7,15,6,274,191,10042,240,140,0,-9999,0
1912,7,15,9,286,216,10042,240,160,0,-9999,-9999
1912,7,15,12,280,215,10036,240,190,1,-9999,0
1912,7,16,6,276,190,10041,240,170,-9999,-9999,0
1912,7,16,9,282,218,10041,240,210,2,-9999,-9999
1912,7,16,12,282,215,10037,240,230,2,-9999,0
1912,7,16,15,280,215,10033,240,190,1,-9999,-9999
1912,7,18,6,270,207,10070,240,140,6,-9999,0
1912,7,18,9,286,228,10070,240,170,3,-9999,-9999
1912,7,18,12,290,227,10065,240,190,1,-9999,0
1912,7,18,15,276,220,10060,240,170,1,-9999,-9999
1912,7,18,18,290,-9999,10065,-9999,-9999,1,-9999,0
1912,7,19,6,276,190,10068,340,20,1,-9999,0
1912,7,19,9,280,219,10073,260,170,0,-9999,-9999
1912,7,19,12,282,229,10072,260,160,3,-9999,0
1912,7,20,6,262,221,10085,240,41,5,-9999,0
1912,7,20,9,282,233,10089,240,82,1,-9999,-9999
1912,7,20,12,276,236,10086,240,72,4,-9999,0
1912,7,20,15,276,233,10081,220,62,2,-9999,-9999
1912,7,21,6,272,225,10082,220,31,0,-9999,0
1912,7,21,9,292,237,10084,220,72,0,-9999,-9999
1912,7,21,12,296,239,10077,220,82,0,-9999,0
1912,7,21,15,280,240,10069,220,72,0,-9999,-9999
1912,7,22,6,268,227,10064,40,21,0,-9999,0
1912,7,22,12,302,252,10062,240,72,0,-9999,0
1912,7,22,15,296,245,10056,260,41,0,-9999,-9999
1912,7,23,6,276,233,10060,360,10,2,-9999,0
1912,7,23,9,298,247,10062,240,72,3,-9999,-9999
1912,7,24,6,280,227,10065,240,57,1,-9999,0
1912,7,24,9,292,237,10065,240,108,0,-9999,-9999
1912,7,24,15,288,236,10053,240,98,0,-9999,-9999
1912,7,25,0,-9999,-9999,-9999,-9999,5,6,-9999,-9999
1912,7,25,6,272,228,10074,360,21,0,-9999,0
1912,7,25,9,294,234,10076,220,118,0,-9999,-9999
1912,7,25,12,304,239,10077,220,98,1,-9999,0
1912,7,25,15,306,222,10070,240,72,0,-9999,-9999
1912,7,25,18,306,222,10070,240,72,0,-9999,-9999
1912,7,26,6,282,186,10073,220,41,0,-9999,0
1912,7,26,12,288,236,10077,220,98,1,-9999,0
1912,7,26,15,282,226,10072,240,98,1,-9999,-9999
1912,7,27,6,272,212,10064,240,72,2,-9999,0
1912,7,27,9,286,228,10062,240,98,1,-9999,-9999
1912,7,27,12,290,236,10057,240,82,2,-9999,0
1912,7,28,6,276,214,10052,240,31,0,-9999,0
1912,7,28,12,292,241,10050,240,98,1,-9999,0
1912,7,28,15,282,239,10052,220,87,1,-9999,-9999
1912,7,28,18,292,241,10050,240,98,1,-9999,0
