Year,Month,Day,Hour,Temp,DewTemp,Pressure,WindDir,WindSpeed,Sky,Precip1,Precip6
1912,12,1,9,188,108,10169,240,72,3,-9999,-9999
1912,12,1,12,166,89,10141,240,72,8,-9999,-9999
1912,12,1,15,162,80,10114,240,72,7,-9999,-9999
1912,12,2,6,124,109,10088,260,98,7,-9999,-9999
1912,12,2,9,122,77,10106,260,98,8,-9999,-9999
1912,12,2,12,122,44,10096,260,118,8,-9999,60
1912,12,4,6,76,10,10192,200,10,7,-9999,-9999
1912,12,4,15,68,45,10189,60,87,8,-9999,60
1912,12,5,9,136,29,-9999,260,98,6,-9999,-9999
1912,12,5,12,146,49,10237,260,87,7,-9999,0
1912,12,6,6,70,43,10298,80,21,3,-9999,0
1912,12,6,9,128,66,10306,80,31,6,-9999,-9999
1912,12,6,15,106,64,10308,80,31,4,-9999,-9999
1912,12,7,6,64,46,10321,200,10,0,-9999,0
1912,12,7,12,134,38,10306,60,21,1,-9999,0
1912,12,8,6,88,57,10277,180,10,6,-9999,0
1912,12,8,12,154,79,10265,260,21,8,-9999,0
1912,12,9,9,164,104,10261,60,21,1,-9999,-9999
1912,12,9,12,172,105,10249,240,21,1,-9999,0
1912,12,9,15,156,104,10246,0,0,6,-9999,-9999
1912,12,10,12,174,74,10216,60,31,5,-9999,0
1912,12,12,6,114,86,10225,220,72,8,-9999,-9999
1912,12,12,9,138,91,10222,220,72,7,-9999,-9999
1912,12,12,15,148,76,10201,240,51,7,-9999,-9999
1912,12,15,6,110,90,10194,80,10,1,-9999,0
1912,12,15,9,160,104,10196,60,41,2,-9999,-9999
1912,12,15,12,172,105,10188,60,41,4,-9999,0
1912,12,15,15,150,113,10190,60,21,6,-9999,-9999
1912,12,16,6,128,97,10190,200,10,8,-9999,0
1912,12,16,12,182,105,10158,240,123,6,-9999,0
1912,12,16,15,168,96,10145,80,31,2,-9999,-9999
1912,12,17,6,122,95,10116,260,98,7,-9999,-9999
1912,12,17,12,112,92,10134,260,129,7,-9999,80
1912,12,18,6,102,81,10152,200,51,7,-9999,-9999
1912,12,18,9,108,82,10153,220,72,8,-9999,-9999
1912,12,18,12,138,59,10140,240,72,7,-9999,30
1912,12,18,15,104,79,10148,220,51,7,-9999,-9999
1912,12,19,12,70,47,10133,240,72,8,-9999,90
1912,12,19,15,104,25,10138,240,72,6,-9999,-9999
1912,12,20,9,24,8,-9999,280,51,6,-9999,-9999
1912,12,21,6,98,59,10285,80,10,5,-9999,-9999
1912,12,21,9,142,59,10289,60,41,2,-9999,-9999
1912,12,21,12,156,72,10281,320,21,4,-9999,0
1912,12,21,15,126,73,10280,0,0,1,-9999,-9999
1912,12,22,9,130,54,10233,80,31,1,-9999,-9999
1912,12,22,12,156,58,10221,80,31,1,-9999,0
1912,12,22,15,134,73,10218,80,10,1,-9999,-9999
1912,12,23,6,74,42,10252,180,31,6,-9999,0
1912,12,23,9,156,77,10266,80,31,0,-9999,-9999
1912,12,23,12,168,82,10260,60,41,0,-9999,0
1912,12,24,6,72,45,10286,180,21,3,-9999,0
1912,12,24,9,138,83,10280,260,10,1,-9999,-9999
1912,12,24,12,156,86,10260,60,21,1,-9999,0
1912,12,24,15,146,87,10264,280,31,0,-9999,-9999
1912,12,25,9,144,72,10269,60,21,1,-9999,-9999
1912,12,25,12,170,48,10246,60,31,0,-9999,0
1912,12,25,15,140,80,10245,200,21,0,-9999,-9999
1912,12,26,6,84,38,10228,240,31,1,-9999,0
1912,12,26,9,84,38,10228,240,31,1,-9999,0
1912,12,27,6,106,54,10130,0,0,6,-9999,0
1912,12,27,9,106,54,10138,0,0,6,-9999,0
1912,12,27,12,160,77,10086,60,87,7,-9999,0
1912,12,27,15,-9999,-9999,10094,80,36,4,-9999,-9999
1912,12,28,6,120,97,10165,80,21,7,-9999,-9999
1912,12,28,9,138,120,10174,80,10,8,-9999,-9999
1912,12,28,12,158,106,10157,80,31,6,-9999,40
1912,12,28,15,150,105,10158,80,10,7,-9999,-9999
1912,12,29,6,90,64,10181,100,51,4,-9999,-9999
1912,12,29,9,128,88,10184,100,82,7,-9999,-9999
1912,12,30,6,108,96,10194,100,10,8,-9999,-9999
1912,12,30,9,118,106,10197,80,21,7,-9999,-9999
1912,12,30,12,140,106,10185,80,31,5,-9999,50
1912,12,30,15,112,84,10196,80,31,7,-9999,-9999
1912,12,31,6,142,87,10225,260,41,8,-9999,-9999
1912,12,31,15,146,83,10213,260,51,7,-9999,-9999
